date,temperature,humidity,pressure,precipitation,season,user_id,steps,active_minutes,stress_level,correlated_sleep_efficiency,correlated_sleep_rating
2024-01-01,2.2,69.9,1010.0,0.0,winter,f5262038-e6c7-4473-8f71-ebe32fb161bc,8576,379,6,0.7837886349467951,4
2024-01-01,2.2,69.9,1010.0,0.0,winter,d3e6fbbb-63a6-4eb4-857d-73716a905941,12059,468,1,0.9562479204337597,8
2024-01-01,2.2,69.9,1010.0,0.0,winter,2bc70ebe-59ef-41e6-970a-d7601ecb0191,6906,401,3,0.95,7
2024-01-01,2.2,69.9,1010.0,0.0,winter,048e195b-e6f6-4edf-be3d-86a37141f27e,12043,526,4,0.95,8
2024-01-01,2.2,69.9,1010.0,0.0,winter,6aa04439-b4b2-4c92-9208-2bd7c46dc332,7234,245,5,0.9,6
2024-01-01,2.2,69.9,1010.0,0.0,winter,54f1f8af-491a-4e96-ad35-d67cd2422765,7804,217,3,0.6,5
2024-01-01,2.2,69.9,1010.0,0.0,winter,8e24fbf3-6714-46ef-aedf-49ca308bfc3e,12156,288,1,0.95,8
2024-01-01,2.2,69.9,1010.0,0.0,winter,d1b0368a-d636-4ef2-bf63-6cd0090a4f27,13311,416,3,0.95,7
2024-01-01,2.2,69.9,1010.0,0.0,winter,ac1ced57-863b-439a-861a-23f784dfe428,6839,336,2,0.864671134649548,7
2024-01-01,2.2,69.9,1010.0,0.0,winter,d0430e51-e1a0-47c8-82c6-5cdf2da00b90,6060,271,5,0.7903192497757136,4
2024-01-01,2.2,69.9,1010.0,0.0,winter,b94fc035-4855-4ff4-8c6d-9b857396fb14,7884,395,3,0.7153640781823264,6
2024-01-01,2.2,69.9,1010.0,0.0,winter,15b89fe2-8eb5-493f-b015-8ea9d3ec0b75,9159,342,3,0.7,6
2024-01-01,2.2,69.9,1010.0,0.0,winter,c1e3831d-fd71-4d29-9423-a511fd764396,2182,69,5,0.6242358123315369,4
2024-01-01,2.2,69.9,1010.0,0.0,winter,374ecf0a-8f40-41ff-b702-fab52f0ad249,7152,391,4,0.8646850864115951,7
2024-01-01,2.2,69.9,1010.0,0.0,winter,a787229f-d2ec-4a31-bf81-2bce6abed098,7769,314,3,0.9246223698790315,7
2024-01-01,2.2,69.9,1010.0,0.0,winter,bb68d564-41f6-4b4d-8a59-3b052dfa1081,3105,180,5,0.6,4
2024-01-01,2.2,69.9,1010.0,0.0,winter,0e7ad60d-fc12-49a7-9ea9-e66c82835b91,11142,594,1,0.95,10
2024-01-01,2.2,69.9,1010.0,0.0,winter,1294f58e-6921-40e1-9e5d-5f11113fb4ef,2981,82,6,0.7371363002430387,4
2024-01-01,2.2,69.9,1010.0,0.0,winter,873244bc-fd65-4526-8d81-243b4a593162,14741,510,4,0.95,6
2024-01-01,2.2,69.9,1010.0,0.0,winter,5b2d7426-7947-4d61-aa6e-6acb1fd3639d,8044,243,2,0.8945617676871135,7
2024-01-01,2.2,69.9,1010.0,0.0,winter,8e8eabaa-09d9-4c15-a8b3-53c90677a73d,6871,321,4,0.7,6
2024-01-01,2.2,69.9,1010.0,0.0,winter,9ddac0d7-82ce-4812-867b-fc8cc7926ee3,14249,395,1,0.9400107616756442,10
2024-01-01,2.2,69.9,1010.0,0.0,winter,2895885d-0bc4-4614-957c-0ab0196b2e56,8077,233,2,0.7,8
2024-01-01,2.2,69.9,1010.0,0.0,winter,51b8e8ee-7c24-4953-be52-ba07374748eb,8406,423,9,0.7590614883817167,2
2024-01-01,2.2,69.9,1010.0,0.0,winter,c047a132-554e-44e5-9aed-1ae9dce3d2b4,7714,275,1,0.85,9
2024-01-02,4.2,60.1,998.9,0.0,winter,e263842c-87f4-4154-aa27-c1a26510d98e,13851,491,4,0.8816177273678646,7
2024-01-02,4.2,60.1,998.9,0.0,winter,9430facb-2acb-40b6-b5f7-58f7152c80fa,9680,228,2,0.9365963127222864,8
2024-01-02,4.2,60.1,998.9,0.0,winter,55d1bbe1-62b2-4db8-922a-c8b6053245c6,6995,375,1,0.95,10
2024-01-02,4.2,60.1,998.9,0.0,winter,50314ca0-0b8e-45fa-9e47-d40b6a11205b,6298,128,10,0.6,2
2024-01-02,4.2,60.1,998.9,0.0,winter,1511ac7d-0261-477d-87bf-6b3df8bfd38e,8147,212,6,0.9,6
2024-01-02,4.2,60.1,998.9,0.0,winter,939af11e-f5c1-4d3f-8f91-ff32e1956d78,4082,123,4,0.7286272169416994,6
2024-01-02,4.2,60.1,998.9,0.0,winter,b82f3ded-7caf-4dfa-bbea-8e3f560dac34,3611,113,8,0.6,2
2024-01-02,4.2,60.1,998.9,0.0,winter,c4b22537-11fc-4faa-aaaa-d028252b6eea,9015,339,1,0.95,10
2024-01-02,4.2,60.1,998.9,0.0,winter,b02847d2-0842-4716-8d9f-340ecf56f61f,7491,208,6,0.8968207100226622,6
2024-01-02,4.2,60.1,998.9,0.0,winter,afdd9577-fa2f-4668-990a-fc17106dc00d,10576,587,2,0.95,8
2024-01-02,4.2,60.1,998.9,0.0,winter,810ea15e-9c40-4533-b6fe-eb89a5a6f301,5675,282,7,0.7,4
2024-01-02,4.2,60.1,998.9,0.0,winter,e2b8dbcd-a640-4afd-bf6d-181dce0968b1,2384,102,9,0.6477118170960532,2
2024-01-02,4.2,60.1,998.9,0.0,winter,20d0072e-fb4c-42f8-8f4c-d0d2ddfeb22c,3972,169,5,0.8,4
2024-01-02,4.2,60.1,998.9,0.0,winter,f56ff65e-ebbf-470d-8955-e971230856a6,8369,399,7,0.6341303287000827,4
2024-01-02,4.2,60.1,998.9,0.0,winter,a06d8cf5-2f87-4858-97aa-ec6a1d9a713d,8873,243,7,0.8,3
2024-01-02,4.2,60.1,998.9,0.0,winter,9b3c16f6-e6c2-4ab3-9855-daad6e45e86e,6814,354,5,0.7814284580957991,2
2024-01-02,4.2,60.1,998.9,0.0,winter,595a17bf-74ca-40f7-9baa-f3dd0f97a7dc,9187,275,3,0.85,7
2024-01-02,4.2,60.1,998.9,0.0,winter,94ec97ee-b939-49f5-8505-f457a424c10e,8407,484,1,0.7,8
2024-01-02,4.2,60.1,998.9,0.0,winter,97599a95-2864-455f-af13-e9a9bbf0581f,4896,173,9,0.8,3
2024-01-02,4.2,60.1,998.9,0.0,winter,028ede75-512e-4fb2-8c7b-897278448489,8834,301,7,0.85,4
2024-01-02,4.2,60.1,998.9,0.0,winter,dbbba061-bb18-4bc3-b6fd-5fd356cada4f,3745,98,5,0.6,5
2024-01-02,4.2,60.1,998.9,0.0,winter,e8e35381-0dfa-47c8-9887-4805ce2f7277,11127,577,1,0.9030153064869199,9
2024-01-02,4.2,60.1,998.9,0.0,winter,67c50ef5-1165-4e5a-accb-f08ce388979d,5642,267,7,0.7108850588912596,2
2024-01-02,4.2,60.1,998.9,0.0,winter,1d3c560a-3d9b-40ee-ae54-3ce46874e739,8732,211,4,0.8873323975556456,6
2024-01-02,4.2,60.1,998.9,0.0,winter,e13affbc-7b70-453d-855b-7e7f6ae07443,11159,561,7,0.7439211393546981,4
2024-01-02,4.2,60.1,998.9,0.0,winter,86b1041b-4e38-42d4-8df0-2c999147a504,3838,118,8,0.772748704444854,2
2024-01-02,4.2,60.1,998.9,0.0,winter,5fdb2f1a-9daf-4ce3-90c1-9b16afcdad95,5051,218,1,0.9,8
2024-01-02,4.2,60.1,998.9,0.0,winter,1b6d5f41-8bb9-427f-922b-826a505e2fe9,15012,488,3,0.9452843486781288,7
2024-01-02,4.2,60.1,998.9,0.0,winter,e8ed37f8-9312-4dce-a050-d0bc8e60e284,2743,59,6,0.6499942486544259,5
2024-01-02,4.2,60.1,998.9,0.0,winter,c04ed14a-7a22-465d-8432-3a80d1055a1c,11646,572,1,0.95,9
2024-01-02,4.2,60.1,998.9,0.0,winter,9f6d01b8-6cdf-4111-b6a9-19cf56953dc4,13700,665,1,0.8577232922691841,8
2024-01-02,4.2,60.1,998.9,0.0,winter,c204f297-8d98-4446-be00-c69ab743c592,6317,363,4,0.9,7
2024-01-02,4.2,60.1,998.9,0.0,winter,f5262038-e6c7-4473-8f71-ebe32fb161bc,13129,397,1,1.1500478990264404,9
2024-01-02,4.2,60.1,998.9,0.0,winter,aa0acc56-7501-48cd-8a83-0f8ec764064a,9025,457,6,0.7,5
2024-01-02,4.2,60.1,998.9,0.0,winter,2bc70ebe-59ef-41e6-970a-d7601ecb0191,14256,289,2,0.8683697804744351,7
2024-01-02,4.2,60.1,998.9,0.0,winter,70e3dcd3-d6bb-4c1f-bb67-4c181acd27d9,8691,349,2,0.95,6
2024-01-02,4.2,60.1,998.9,0.0,winter,048e195b-e6f6-4edf-be3d-86a37141f27e,8912,210,3,0.8528740734539243,7
2024-01-02,4.2,60.1,998.9,0.0,winter,509d66de-015f-4c97-93f4-c234d3f63764,5848,141,6,0.6085242758479866,3
2024-01-02,4.2,60.1,998.9,0.0,winter,97ea9e92-aebe-4174-93e2-4c0835ec81d9,6522,281,4,0.6499546283035108,5
2024-01-02,4.2,60.1,998.9,0.0,winter,54f1f8af-491a-4e96-ad35-d67cd2422765,7070,188,3,0.6,7
2024-01-02,4.2,60.1,998.9,0.0,winter,45a45b92-0019-4e58-bf6d-5987f219c39a,5405,192,5,0.7,5
2024-01-02,4.2,60.1,998.9,0.0,winter,a20f25bf-94b8-4ff6-9ab3-ec95d9fba0db,8166,231,4,0.95,6
2024-01-02,4.2,60.1,998.9,0.0,winter,d0430e51-e1a0-47c8-82c6-5cdf2da00b90,7545,242,9,0.7886597764852779,2
2024-01-02,4.2,60.1,998.9,0.0,winter,b94fc035-4855-4ff4-8c6d-9b857396fb14,5731,308,8,0.6,3
2024-01-02,4.2,60.1,998.9,0.0,winter,15b89fe2-8eb5-493f-b015-8ea9d3ec0b75,5312,297,2,0.7,7
2024-01-02,4.2,60.1,998.9,0.0,winter,a787229f-d2ec-4a31-bf81-2bce6abed098,13806,500,4,0.85,6
2024-01-02,4.2,60.1,998.9,0.0,winter,bb68d564-41f6-4b4d-8a59-3b052dfa1081,7181,266,5,0.6148487020716954,4
2024-01-02,4.2,60.1,998.9,0.0,winter,0e7ad60d-fc12-49a7-9ea9-e66c82835b91,11731,519,1,0.95,8
2024-01-02,4.2,60.1,998.9,0.0,winter,873244bc-fd65-4526-8d81-243b4a593162,14211,646,2,0.881232049184939,6
2024-01-02,4.2,60.1,998.9,0.0,winter,5b2d7426-7947-4d61-aa6e-6acb1fd3639d,15072,712,1,0.95,10
2024-01-02,4.2,60.1,998.9,0.0,winter,7cb5c9db-839f-4e20-9d06-91a77ed4380b,8504,394,8,0.7570579778999692,2
2024-01-02,4.2,60.1,998.9,0.0,winter,8e8eabaa-09d9-4c15-a8b3-53c90677a73d,6862,254,4,0.7,6
2024-01-02,4.2,60.1,998.9,0.0,winter,74e92eae-074d-4bf1-8814-be51f44247d6,8001,307,2,0.879769128420829,8
2024-01-02,4.2,60.1,998.9,0.0,winter,51b8e8ee-7c24-4953-be52-ba07374748eb,5558,272,3,0.6,7
2024-01-02,4.2,60.1,998.9,0.0,winter,c047a132-554e-44e5-9aed-1ae9dce3d2b4,14533,454,1,0.8734655684197397,10
2024-01-03,-3.0,59.4,1008.5,0.0,winter,e263842c-87f4-4154-aa27-c1a26510d98e,8337,210,2,0.85,7
2024-01-03,-3.0,59.4,1008.5,0.0,winter,9430facb-2acb-40b6-b5f7-58f7152c80fa,13235,332,5,0.95,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,2558084d-8ef5-4141-9e5d-7b5b550e37b0,14195,434,2,0.95,7
2024-01-03,-3.0,59.4,1008.5,0.0,winter,55d1bbe1-62b2-4db8-922a-c8b6053245c6,10864,531,4,0.95,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,50314ca0-0b8e-45fa-9e47-d40b6a11205b,8112,426,6,0.7997960041860467,3
2024-01-03,-3.0,59.4,1008.5,0.0,winter,1511ac7d-0261-477d-87bf-6b3df8bfd38e,8440,229,3,0.9,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,939af11e-f5c1-4d3f-8f91-ff32e1956d78,5802,190,8,0.6,3
2024-01-03,-3.0,59.4,1008.5,0.0,winter,4f321e8f-d956-4e04-9aa4-3d36cb3abc0e,11769,252,5,0.95,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,b02847d2-0842-4716-8d9f-340ecf56f61f,12091,297,3,0.85,8
2024-01-03,-3.0,59.4,1008.5,0.0,winter,886c642f-d1c4-45e3-bbfa-610d6dbc4016,9506,408,1,0.9174136644304136,8
2024-01-03,-3.0,59.4,1008.5,0.0,winter,f8d413d0-8ad7-4497-b451-b873fb8a855c,6699,162,4,0.8507210510197248,7
2024-01-03,-3.0,59.4,1008.5,0.0,winter,dcda90b7-d4f0-45af-ba57-09570e3b87cf,6528,221,4,0.6,7
2024-01-03,-3.0,59.4,1008.5,0.0,winter,afdd9577-fa2f-4668-990a-fc17106dc00d,8917,455,2,0.9298200012198777,8
2024-01-03,-3.0,59.4,1008.5,0.0,winter,d6060c5d-e398-49f9-9557-1d2a95370428,9993,385,5,0.7,4
2024-01-03,-3.0,59.4,1008.5,0.0,winter,810ea15e-9c40-4533-b6fe-eb89a5a6f301,8662,346,4,0.7,5
2024-01-03,-3.0,59.4,1008.5,0.0,winter,d22229b5-e5e9-400e-8815-56e912221c2b,9227,454,4,0.8950994018776751,7
2024-01-03,-3.0,59.4,1008.5,0.0,winter,e2b8dbcd-a640-4afd-bf6d-181dce0968b1,2428,97,5,0.7828259612418402,4
2024-01-03,-3.0,59.4,1008.5,0.0,winter,20d0072e-fb4c-42f8-8f4c-d0d2ddfeb22c,2294,49,4,0.6,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,f8588562-b320-42b2-b28e-cdd2ae63590a,2708,93,4,0.6,5
2024-01-03,-3.0,59.4,1008.5,0.0,winter,b8a20ac3-6bda-400f-92fc-19f444e15b4f,6874,325,6,0.9852300495354931,4
2024-01-03,-3.0,59.4,1008.5,0.0,winter,a06d8cf5-2f87-4858-97aa-ec6a1d9a713d,6877,300,7,0.749340925655522,5
2024-01-03,-3.0,59.4,1008.5,0.0,winter,5e5ea307-a52a-4436-9e01-c760696b20d7,10522,463,5,0.7504138787779402,4
2024-01-03,-3.0,59.4,1008.5,0.0,winter,595a17bf-74ca-40f7-9baa-f3dd0f97a7dc,9154,267,3,0.95,7
2024-01-03,-3.0,59.4,1008.5,0.0,winter,94ec97ee-b939-49f5-8505-f457a424c10e,7213,207,7,0.7,5
2024-01-03,-3.0,59.4,1008.5,0.0,winter,97599a95-2864-455f-af13-e9a9bbf0581f,6161,244,6,0.6,5
2024-01-03,-3.0,59.4,1008.5,0.0,winter,7fa07527-e4f6-4caf-8c55-e3090b27318a,8283,380,3,0.9461814704057961,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,a6407d14-ae95-4353-a04f-dae0f84ddf1e,7747,265,2,0.6,7
2024-01-03,-3.0,59.4,1008.5,0.0,winter,028ede75-512e-4fb2-8c7b-897278448489,11595,386,2,0.8478377494355022,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,dbbba061-bb18-4bc3-b6fd-5fd356cada4f,7707,215,6,0.6,2
2024-01-03,-3.0,59.4,1008.5,0.0,winter,fa7b164f-85d1-4c8d-9e91-d9a35e3b63fa,5536,275,8,0.6,3
2024-01-03,-3.0,59.4,1008.5,0.0,winter,67c50ef5-1165-4e5a-accb-f08ce388979d,5992,340,6,0.6708502135125987,4
2024-01-03,-3.0,59.4,1008.5,0.0,winter,5fdb2f1a-9daf-4ce3-90c1-9b16afcdad95,7985,309,1,0.9,8
2024-01-03,-3.0,59.4,1008.5,0.0,winter,0dbeb4bd-e814-477d-9401-341a7a966913,12542,372,3,0.95,7
2024-01-03,-3.0,59.4,1008.5,0.0,winter,e8ed37f8-9312-4dce-a050-d0bc8e60e284,3026,138,7,0.6,3
2024-01-03,-3.0,59.4,1008.5,0.0,winter,1c808fe3-0e05-4f52-988e-9007a363e7e5,6262,161,1,0.9,9
2024-01-03,-3.0,59.4,1008.5,0.0,winter,d10418f0-86aa-457b-96ca-f5b7ea5aa907,7212,393,8,0.6,3
2024-01-03,-3.0,59.4,1008.5,0.0,winter,b9dc3313-7d3b-4914-a30a-3afc89a40d0f,5921,185,7,0.7908356614687225,5
2024-01-03,-3.0,59.4,1008.5,0.0,winter,94cd830d-ef63-4345-9ef7-5868b7d3b3f2,9373,362,1,0.95,10
2024-01-03,-3.0,59.4,1008.5,0.0,winter,c204f297-8d98-4446-be00-c69ab743c592,6453,150,4,0.9,5
2024-01-03,-3.0,59.4,1008.5,0.0,winter,d3e6fbbb-63a6-4eb4-857d-73716a905941,12671,497,6,1.151132618200287,3
2024-01-03,-3.0,59.4,1008.5,0.0,winter,aa0acc56-7501-48cd-8a83-0f8ec764064a,7932,341,5,0.7,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,2bc70ebe-59ef-41e6-970a-d7601ecb0191,12309,402,4,0.8687186108039177,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,70e3dcd3-d6bb-4c1f-bb67-4c181acd27d9,13219,707,3,0.9034067917239539,8
2024-01-03,-3.0,59.4,1008.5,0.0,winter,048e195b-e6f6-4edf-be3d-86a37141f27e,11040,549,1,0.95,10
2024-01-03,-3.0,59.4,1008.5,0.0,winter,92b25238-9cbb-48c6-8665-bd54d707e7e2,8256,191,3,0.95,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,6aa04439-b4b2-4c92-9208-2bd7c46dc332,4311,210,1,0.9,9
2024-01-03,-3.0,59.4,1008.5,0.0,winter,97ea9e92-aebe-4174-93e2-4c0835ec81d9,7144,244,5,0.6201323899533228,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,54f1f8af-491a-4e96-ad35-d67cd2422765,3832,211,4,0.6078800178185854,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,8e24fbf3-6714-46ef-aedf-49ca308bfc3e,14244,599,2,0.95,8
2024-01-03,-3.0,59.4,1008.5,0.0,winter,45a45b92-0019-4e58-bf6d-5987f219c39a,10873,461,3,0.7,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,a20f25bf-94b8-4ff6-9ab3-ec95d9fba0db,9242,437,3,0.95,8
2024-01-03,-3.0,59.4,1008.5,0.0,winter,d0430e51-e1a0-47c8-82c6-5cdf2da00b90,3626,115,7,0.6306053899220412,3
2024-01-03,-3.0,59.4,1008.5,0.0,winter,b94fc035-4855-4ff4-8c6d-9b857396fb14,7931,294,6,0.7466438558824586,4
2024-01-03,-3.0,59.4,1008.5,0.0,winter,15b89fe2-8eb5-493f-b015-8ea9d3ec0b75,6739,185,6,0.7,4
2024-01-03,-3.0,59.4,1008.5,0.0,winter,c1e3831d-fd71-4d29-9423-a511fd764396,3599,182,9,0.6,2
2024-01-03,-3.0,59.4,1008.5,0.0,winter,bb68d564-41f6-4b4d-8a59-3b052dfa1081,5884,119,7,0.6806413646251191,3
2024-01-03,-3.0,59.4,1008.5,0.0,winter,0e7ad60d-fc12-49a7-9ea9-e66c82835b91,12351,359,1,0.869116402649479,10
2024-01-03,-3.0,59.4,1008.5,0.0,winter,1294f58e-6921-40e1-9e5d-5f11113fb4ef,8730,186,6,0.7705735953199346,3
2024-01-03,-3.0,59.4,1008.5,0.0,winter,873244bc-fd65-4526-8d81-243b4a593162,13320,299,1,0.9185776836248475,10
2024-01-03,-3.0,59.4,1008.5,0.0,winter,5b2d7426-7947-4d61-aa6e-6acb1fd3639d,12144,627,2,0.9314138514812369,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,7cb5c9db-839f-4e20-9d06-91a77ed4380b,3523,199,7,0.6,4
2024-01-03,-3.0,59.4,1008.5,0.0,winter,8e8eabaa-09d9-4c15-a8b3-53c90677a73d,8598,261,1,0.7,8
2024-01-03,-3.0,59.4,1008.5,0.0,winter,9ddac0d7-82ce-4812-867b-fc8cc7926ee3,8380,377,2,0.8710392968588522,6
2024-01-03,-3.0,59.4,1008.5,0.0,winter,74e92eae-074d-4bf1-8814-be51f44247d6,7820,439,2,0.95,9
2024-01-03,-3.0,59.4,1008.5,0.0,winter,2895885d-0bc4-4614-957c-0ab0196b2e56,7108,233,4,0.7,5
2024-01-03,-3.0,59.4,1008.5,0.0,winter,c047a132-554e-44e5-9aed-1ae9dce3d2b4,10552,460,4,0.941528812806982,6
2024-01-04,0.6,62.1,1007.3,0.0,winter,2558084d-8ef5-4141-9e5d-7b5b550e37b0,8980,189,1,0.95,9
2024-01-04,0.6,62.1,1007.3,0.0,winter,55d1bbe1-62b2-4db8-922a-c8b6053245c6,9980,279,3,0.95,8
2024-01-04,0.6,62.1,1007.3,0.0,winter,939af11e-f5c1-4d3f-8f91-ff32e1956d78,3740,199,9,0.6,2
2024-01-04,0.6,62.1,1007.3,0.0,winter,8b7fae39-c449-4166-8692-34e557f8ffa9,4680,239,2,0.9,7
2024-01-04,0.6,62.1,1007.3,0.0,winter,4f321e8f-d956-4e04-9aa4-3d36cb3abc0e,6671,373,4,0.95,6
2024-01-04,0.6,62.1,1007.3,0.0,winter,c4b22537-11fc-4faa-aaaa-d028252b6eea,13816,406,1,0.9269371790048775,10
2024-01-04,0.6,62.1,1007.3,0.0,winter,0e643f7a-5d47-438d-81da-08f52da36389,12300,329,5,0.9816893214447332,7
2024-01-04,0.6,62.1,1007.3,0.0,winter,886c642f-d1c4-45e3-bbfa-610d6dbc4016,14886,860,3,0.9318041429385692,8
2024-01-04,0.6,62.1,1007.3,0.0,winter,45ede1d2-a7d1-4d0f-acd9-d0cb72c15d5b,11039,237,1,0.9309062898332874,10
2024-01-04,0.6,62.1,1007.3,0.0,winter,f8d413d0-8ad7-4497-b451-b873fb8a855c,15041,315,1,0.95,10
2024-01-04,0.6,62.1,1007.3,0.0,winter,dcda90b7-d4f0-45af-ba57-09570e3b87cf,4093,88,2,0.6376661306280497,7
2024-01-04,0.6,62.1,1007.3,0.0,winter,63726e67-7798-4601-b1a6-19dff3e51919,14271,626,4,0.9113960025172688,7
2024-01-04,0.6,62.1,1007.3,0.0,winter,dffdc0fe-0d90-4f41-9b65-eead1fdf6a60,7898,257,5,0.95,6
2024-01-04,0.6,62.1,1007.3,0.0,winter,afdd9577-fa2f-4668-990a-fc17106dc00d,8569,500,6,0.95,6
2024-01-04,0.6,62.1,1007.3,0.0,winter,810ea15e-9c40-4533-b6fe-eb89a5a6f301,4588,242,3,0.7,7
2024-01-04,0.6,62.1,1007.3,0.0,winter,d22229b5-e5e9-400e-8815-56e912221c2b,9517,563,6,0.95,6
2024-01-04,0.6,62.1,1007.3,0.0,winter,f56ff65e-ebbf-470d-8955-e971230856a6,6169,272,2,0.7756537599927885,7
2024-01-04,0.6,62.1,1007.3,0.0,winter,f8588562-b320-42b2-b28e-cdd2ae63590a,7013,283,4,0.6,5
2024-01-04,0.6,62.1,1007.3,0.0,winter,23780bc0-0360-439b-a82d-f33c791f14f0,5972,310,5,0.9,5
2024-01-04,0.6,62.1,1007.3,0.0,winter,9157a125-d6b3-4b5e-b0b8-387e459de457,8614,340,1,0.8849429339287671,10
2024-01-04,0.6,62.1,1007.3,0.0,winter,23d0ad7e-5a38-4f5c-b238-cb26b0fa1812,8676,479,3,0.9467647983718694,7
